year,sport,event,event_gender,noc,country,medal,award_count
1904,Archery,double columbia round 50y  40y  30y women,Women,USA,United States of America,SILVER,1
1904,Archery,double national round 60y  50y women,Women,USA,United States of America,BRONZE,1
1904,Archery,double national round 60y  50y women,Women,USA,United States of America,GOLD,1
1904,Archery,double national round 60y  50y women,Women,USA,United States of America,SILVER,1
1904,Archery,double york round 100y  80y  60y men,Men,USA,United States of America,BRONZE,1
1904,Archery,double york round 100y  80y  60y men,Men,USA,United States of America,GOLD,1
1904,Archery,double york round 100y  80y  60y men,Men,USA,United States of America,SILVER,1
1904,Archery,teams FITA round women,Women,USA,United States of America,GOLD,1
1904,Athletics,100m men,Men,USA,United States of America,BRONZE,1
1904,Athletics,100m men,Men,USA,United States of America,GOLD,1
1904,Athletics,100m men,Men,USA,United States of America,SILVER,1
1904,Athletics,110m hurdles men,Men,USA,United States of America,BRONZE,1
1904,Athletics,110m hurdles men,Men,USA,United States of America,GOLD,1
1904,Athletics,110m hurdles men,Men,USA,United States of America,SILVER,1
1904,Athletics,1500m men,Men,USA,United States of America,BRONZE,1
1904,Athletics,1500m men,Men,USA,United States of America,GOLD,1
1904,Athletics,1500m men,Men,USA,United States of America,SILVER,1
1904,Athletics,200m hurdles men,Men,USA,United States of America,BRONZE,1
1904,Athletics,200m hurdles men,Men,USA,United States of America,GOLD,1
1904,Athletics,200m hurdles men,Men,USA,United States of America,SILVER,1
1904,Athletics,200m men,Men,USA,United States of America,BRONZE,1
1904,Athletics,200m men,Men,USA,United States of America,GOLD,1
1904,Athletics,200m men,Men,USA,United States of America,SILVER,1
1904,Athletics,3000m steeplechase men,Men,GBR,Great Britain,SILVER,1
1904,Athletics,3000m steeplechase men,Men,USA,United States of America,BRONZE,1
1904,Athletics,3000m steeplechase men,Men,USA,United States of America,GOLD,1
1904,Athletics,400m hurdles men,Men,USA,United States of America,BRONZE,1
1904,Athletics,400m hurdles men,Men,USA,United States of America,GOLD,1
1904,Athletics,400m hurdles men,Men,USA,United States of America,SILVER,1
1904,Athletics,400m men,Men,USA,United States of America,BRONZE,1
1904,Athletics,400m men,Men,USA,United States of America,GOLD,1
1904,Athletics,400m men,Men,USA,United States of America,SILVER,1
1904,Athletics,4miles team men,Men,MIX,MIX,SILVER,1
1904,Athletics,4miles team men,Men,USA,United States of America,GOLD,1
1904,Athletics,56lb weight throw 254kg men,Men,CAN,Canada,GOLD,1
1904,Athletics,56lb weight throw 254kg men,Men,USA,United States of America,BRONZE,1
1904,Athletics,56lb weight throw 254kg men,Men,USA,United States of America,SILVER,1
1904,Athletics,60m men,Men,USA,United States of America,BRONZE,1
1904,Athletics,60m men,Men,USA,United States of America,GOLD,1
1904,Athletics,60m men,Men,USA,United States of America,SILVER,1
1904,Athletics,800m men,Men,USA,United States of America,BRONZE,1
1904,Athletics,800m men,Men,USA,United States of America,GOLD,1
1904,Athletics,800m men,Men,USA,United States of America,SILVER,1
1904,Athletics,All-Around Championship Men,Men,GBR,Great Britain,GOLD,1
1904,Athletics,All-Around Championship Men,Men,USA,United States of America,BRONZE,1
1904,Athletics,All-Around Championship Men,Men,USA,United States of America,SILVER,1
1904,Athletics,discus throw men,Men,GRE,Greece,BRONZE,1
1904,Athletics,discus throw men,Men,USA,United States of America,GOLD,1
1904,Athletics,discus throw men,Men,USA,United States of America,SILVER,1
1904,Athletics,hammer throw men,Men,USA,United States of America,BRONZE,1
1904,Athletics,hammer throw men,Men,USA,United States of America,GOLD,1
1904,Athletics,hammer throw men,Men,USA,United States of America,SILVER,1
1904,Athletics,high jump men,Men,GER,Germany,BRONZE,1
1904,Athletics,high jump men,Men,USA,United States of America,GOLD,1
1904,Athletics,high jump men,Men,USA,United States of America,SILVER,1
1904,Athletics,high jump standing men,Men,USA,United States of America,BRONZE,1
1904,Athletics,high jump standing men,Men,USA,United States of America,GOLD,1
1904,Athletics,high jump standing men,Men,USA,United States of America,SILVER,1
1904,Athletics,long jump men,Men,USA,United States of America,BRONZE,1
1904,Athletics,long jump men,Men,USA,United States of America,GOLD,1
1904,Athletics,long jump men,Men,USA,United States of America,SILVER,1
1904,Athletics,long jump standing men,Men,USA,United States of America,BRONZE,1
1904,Athletics,long jump standing men,Men,USA,United States of America,GOLD,1
1904,Athletics,long jump standing men,Men,USA,United States of America,SILVER,1
1904,Athletics,marathon men,Men,FRA,France,SILVER,1
1904,Athletics,marathon men,Men,USA,United States of America,BRONZE,1
1904,Athletics,marathon men,Men,USA,United States of America,GOLD,1
1904,Athletics,pole vault men,Men,USA,United States of America,BRONZE,1
1904,Athletics,pole vault men,Men,USA,United States of America,GOLD,1
1904,Athletics,pole vault men,Men,USA,United States of America,SILVER,1
1904,Athletics,shot put men,Men,USA,United States of America,BRONZE,1
1904,Athletics,shot put men,Men,USA,United States of America,GOLD,1
1904,Athletics,shot put men,Men,USA,United States of America,SILVER,1
1904,Athletics,triple jump men,Men,USA,United States of America,BRONZE,1
1904,Athletics,triple jump men,Men,USA,United States of America,GOLD,1
1904,Athletics,triple jump men,Men,USA,United States of America,SILVER,1
1904,Athletics,triple jump standing men,Men,USA,United States of America,BRONZE,1
1904,Athletics,triple jump standing men,Men,USA,United States of America,GOLD,1
1904,Athletics,triple jump standing men,Men,USA,United States of America,SILVER,1
1904,Boxing,4763  5216kg bantamweight men,Men,USA,United States of America,GOLD,1
1904,Boxing,4763  5216kg bantamweight men,Men,USA,United States of America,SILVER,1
1904,Boxing,4763kg flyweight men,Men,USA,United States of America,GOLD,1
1904,Boxing,4763kg flyweight men,Men,USA,United States of America,SILVER,1
1904,Boxing,5216  567kg featherweight men,Men,USA,United States of America,BRONZE,1
1904,Boxing,5216  567kg featherweight men,Men,USA,United States of America,GOLD,1
1904,Boxing,5216  567kg featherweight men,Men,USA,United States of America,SILVER,1
1904,Boxing,567  6124kg lightweight men,Men,USA,United States of America,BRONZE,1
1904,Boxing,567  6124kg lightweight men,Men,USA,United States of America,GOLD,1
1904,Boxing,567  6124kg lightweight men,Men,USA,United States of America,SILVER,1
1904,Boxing,6124  6577kg welterweight men,Men,USA,United States of America,BRONZE,1
1904,Boxing,6124  6577kg welterweight men,Men,USA,United States of America,GOLD,1
1904,Boxing,6124  6577kg welterweight men,Men,USA,United States of America,SILVER,1
1904,Boxing,6577  7167kg middleweight men,Men,USA,United States of America,GOLD,1
1904,Boxing,6577  7167kg middleweight men,Men,USA,United States of America,SILVER,1
1904,Boxing,7167kg heavyweight men,Men,USA,United States of America,BRONZE,1
1904,Boxing,7167kg heavyweight men,Men,USA,United States of America,GOLD,1
1904,Boxing,7167kg heavyweight men,Men,USA,United States of America,SILVER,1
1904,Cycling Track,1 mile 1609m men,Men,USA,United States of America,BRONZE,1
1904,Cycling Track,1 mile 1609m men,Men,USA,United States of America,GOLD,1
1904,Cycling Track,1 mile 1609m men,Men,USA,United States of America,SILVER,1
1904,Cycling Track,1/2 mile 805m men,Men,USA,United States of America,BRONZE,1
1904,Cycling Track,1/2 mile 805m men,Men,USA,United States of America,GOLD,1
1904,Cycling Track,1/2 mile 805m men,Men,USA,United States of America,SILVER,1
1904,Cycling Track,1/3 mile 536m men,Men,USA,United States of America,BRONZE,1
1904,Cycling Track,1/3 mile 536m men,Men,USA,United States of America,GOLD,1
1904,Cycling Track,1/3 mile 536m men,Men,USA,United States of America,SILVER,1
1904,Cycling Track,1/4 mile 402m men,Men,USA,United States of America,BRONZE,1
1904,Cycling Track,1/4 mile 402m men,Men,USA,United States of America,GOLD,1
1904,Cycling Track,1/4 mile 402m men,Men,USA,United States of America,SILVER,1
1904,Cycling Track,2 miles 3218m men,Men,USA,United States of America,BRONZE,1
1904,Cycling Track,2 miles 3218m men,Men,USA,United States of America,GOLD,1
1904,Cycling Track,2 miles 3218m men,Men,USA,United States of America,SILVER,1
1904,Cycling Track,25 miles 40232m men,Men,USA,United States of America,BRONZE,1
1904,Cycling Track,25 miles 40232m men,Men,USA,United States of America,GOLD,1
1904,Cycling Track,25 miles 40232m men,Men,USA,United States of America,SILVER,1
1904,Cycling Track,5 miles 8046m men,Men,USA,United States of America,BRONZE,1
1904,Cycling Track,5 miles 8046m men,Men,USA,United States of America,GOLD,1
1904,Cycling Track,5 miles 8046m men,Men,USA,United States of America,SILVER,1
1904,Diving,10m platform men,Men,GER,Germany,SILVER,1
1904,Diving,10m platform men,Men,USA,United States of America,BRONZE,1
1904,Diving,10m platform men,Men,USA,United States of America,GOLD,1
1904,Fencing,foil individual men,Men,CUB,Cuba,GOLD,1
1904,Fencing,foil individual men,Men,USA,United States of America,BRONZE,1
1904,Fencing,foil individual men,Men,USA,United States of America,SILVER,1
1904,Fencing,foil team men,Men,MIX,MIX,GOLD,1
1904,Fencing,foil team men,Men,USA,United States of America,SILVER,1
1904,Fencing,sabre individual men,Men,CUB,Cuba,GOLD,1
1904,Fencing,sabre individual men,Men,USA,United States of America,BRONZE,1
1904,Fencing,sabre individual men,Men,USA,United States of America,SILVER,1
1904,Fencing,stick single men,Men,USA,United States of America,BRONZE,1
1904,Fencing,stick single men,Men,USA,United States of America,GOLD,1
1904,Fencing,stick single men,Men,USA,United States of America,SILVER,1
1904,Fencing,épée individual men,Men,CUB,Cuba,GOLD,1
1904,Fencing,épée individual men,Men,USA,United States of America,BRONZE,1
1904,Fencing,épée individual men,Men,USA,United States of America,SILVER,1
1904,Football,football men,Men,CAN,Canada,GOLD,1
1904,Football,football men,Men,USA,United States of America,BRONZE,1
1904,Football,football men,Men,USA,United States of America,SILVER,1
1904,Golf,Individual men,Men,CAN,Canada,GOLD,1
1904,Golf,Individual men,Men,USA,United States of America,BRONZE,1
1904,Golf,Individual men,Men,USA,United States of America,SILVER,1
1904,Golf,Team men,Men,USA,United States of America,BRONZE,1
1904,Golf,Team men,Men,USA,United States of America,GOLD,1
1904,Golf,Team men,Men,USA,United States of America,SILVER,1
1904,Gymnastics Artistic,"Individual All-Around, 4 Events Men",Men,USA,United States of America,BRONZE,1
1904,Gymnastics Artistic,"Individual All-Around, 4 Events Men",Men,USA,United States of America,GOLD,1
1904,Gymnastics Artistic,"Individual All-Around, 4 Events Men",Men,USA,United States of America,SILVER,1
1904,Gymnastics Artistic,"Individual All-Around, Field Sports Men",Men,USA,United States of America,BRONZE,1
1904,Gymnastics Artistic,"Individual All-Around, Field Sports Men",Men,USA,United States of America,GOLD,1
1904,Gymnastics Artistic,"Individual All-Around, Field Sports Men",Men,USA,United States of America,SILVER,1
1904,Gymnastics Artistic,"Team All-Around, Apparatus Work and Field Sports Men",Men,MIX,MIX,GOLD,1
1904,Gymnastics Artistic,"Team All-Around, Apparatus Work and Field Sports Men",Men,USA,United States of America,BRONZE,1
1904,Gymnastics Artistic,"Team All-Around, Apparatus Work and Field Sports Men",Men,USA,United States of America,SILVER,1
1904,Gymnastics Artistic,club swinging men,Men,USA,United States of America,BRONZE,1
1904,Gymnastics Artistic,club swinging men,Men,USA,United States of America,GOLD,1
1904,Gymnastics Artistic,club swinging men,Men,USA,United States of America,SILVER,1
1904,Gymnastics Artistic,combined 3 events men,Men,AUT,Austria,SILVER,1
1904,Gymnastics Artistic,combined 3 events men,Men,GER,Germany,BRONZE,1
1904,Gymnastics Artistic,combined 3 events men,Men,SUI,Switzerland,GOLD,1
1904,Gymnastics Artistic,horizontal bar men,Men,USA,United States of America,BRONZE,1
1904,Gymnastics Artistic,horizontal bar men,Men,USA,United States of America,GOLD,1
1904,Gymnastics Artistic,individual all-round men,Men,AUT,Austria,GOLD,1
1904,Gymnastics Artistic,individual all-round men,Men,GER,Germany,SILVER,1
1904,Gymnastics Artistic,individual all-round men,Men,SUI,Switzerland,BRONZE,1
1904,Gymnastics Artistic,parallel bars men,Men,USA,United States of America,BRONZE,1
1904,Gymnastics Artistic,parallel bars men,Men,USA,United States of America,GOLD,1
1904,Gymnastics Artistic,parallel bars men,Men,USA,United States of America,SILVER,1
1904,Gymnastics Artistic,pommel horse men,Men,USA,United States of America,BRONZE,1
1904,Gymnastics Artistic,pommel horse men,Men,USA,United States of America,GOLD,1
1904,Gymnastics Artistic,pommel horse men,Men,USA,United States of America,SILVER,1
1904,Gymnastics Artistic,rings men,Men,USA,United States of America,BRONZE,1
1904,Gymnastics Artistic,rings men,Men,USA,United States of America,GOLD,1
1904,Gymnastics Artistic,rings men,Men,USA,United States of America,SILVER,1
1904,Gymnastics Artistic,rope climbing men,Men,USA,United States of America,BRONZE,1
1904,Gymnastics Artistic,rope climbing men,Men,USA,United States of America,GOLD,1
1904,Gymnastics Artistic,rope climbing men,Men,USA,United States of America,SILVER,1
1904,Gymnastics Artistic,vault men,Men,USA,United States of America,BRONZE,1
1904,Gymnastics Artistic,vault men,Men,USA,United States of America,GOLD,1
1904,Lacrosse,lacrosse men,Men,CAN,Canada,BRONZE,1
1904,Lacrosse,lacrosse men,Men,CAN,Canada,GOLD,1
1904,Lacrosse,lacrosse men,Men,USA,United States of America,SILVER,1
1904,Roque,Individual men,Men,USA,United States of America,BRONZE,1
1904,Roque,Individual men,Men,USA,United States of America,GOLD,1
1904,Roque,Individual men,Men,USA,United States of America,SILVER,1
1904,Rowing,Coxed Eights Men,Men,CAN,Canada,SILVER,1
1904,Rowing,Coxed Eights Men,Men,USA,United States of America,GOLD,1
1904,Rowing,Coxless Fours Men,Men,USA,United States of America,BRONZE,1
1904,Rowing,Coxless Fours Men,Men,USA,United States of America,GOLD,1
1904,Rowing,Coxless Fours Men,Men,USA,United States of America,SILVER,1
1904,Rowing,Coxless Pairs Men,Men,USA,United States of America,BRONZE,1
1904,Rowing,Coxless Pairs Men,Men,USA,United States of America,GOLD,1
1904,Rowing,Coxless Pairs Men,Men,USA,United States of America,SILVER,1
1904,Rowing,Double Sculls Men,Men,USA,United States of America,BRONZE,1
1904,Rowing,Double Sculls Men,Men,USA,United States of America,GOLD,1
1904,Rowing,Double Sculls Men,Men,USA,United States of America,SILVER,1
1904,Rowing,single sculls 1x men,Men,USA,United States of America,BRONZE,1
1904,Rowing,single sculls 1x men,Men,USA,United States of America,GOLD,1
1904,Rowing,single sculls 1x men,Men,USA,United States of America,SILVER,1
1904,Swimming,100m backstroke men,Men,GER,Germany,BRONZE,1
1904,Swimming,100m backstroke men,Men,GER,Germany,GOLD,1
1904,Swimming,100m backstroke men,Men,GER,Germany,SILVER,1
1904,Swimming,100m freestyle men,Men,HUN,Hungary,GOLD,1
1904,Swimming,100m freestyle men,Men,USA,United States of America,BRONZE,1
1904,Swimming,100m freestyle men,Men,USA,United States of America,SILVER,1
1904,Swimming,1500m freestyle men,Men,AUS,Australia,BRONZE,1
1904,Swimming,1500m freestyle men,Men,GER,Germany,GOLD,1
1904,Swimming,1500m freestyle men,Men,HUN,Hungary,SILVER,1
1904,Swimming,220 yard Freestyle Men,Men,AUS,Australia,SILVER,1
1904,Swimming,220 yard Freestyle Men,Men,GER,Germany,BRONZE,1
1904,Swimming,220 yard Freestyle Men,Men,USA,United States of America,GOLD,1
1904,Swimming,4 x 50 yard Freestyle Relay Men,Men,USA,United States of America,BRONZE,1
1904,Swimming,4 x 50 yard Freestyle Relay Men,Men,USA,United States of America,GOLD,1
1904,Swimming,4 x 50 yard Freestyle Relay Men,Men,USA,United States of America,SILVER,1
1904,Swimming,400m breaststroke men,Men,GER,Germany,GOLD,1
1904,Swimming,400m breaststroke men,Men,GER,Germany,SILVER,1
1904,Swimming,400m breaststroke men,Men,USA,United States of America,BRONZE,1
1904,Swimming,400m freestyle men,Men,AUS,Australia,SILVER,1
1904,Swimming,400m freestyle men,Men,AUT,Austria,BRONZE,1
1904,Swimming,400m freestyle men,Men,USA,United States of America,GOLD,1
1904,Swimming,4x50y freestyle relay men,Men,USA,United States of America,BRONZE,1
1904,Swimming,4x50y freestyle relay men,Men,USA,United States of America,GOLD,1
1904,Swimming,4x50y freestyle relay men,Men,USA,United States of America,SILVER,1
1904,Swimming,50y freestyle 4572m men,Men,HUN,Hungary,GOLD,1
1904,Swimming,50y freestyle 4572m men,Men,USA,United States of America,BRONZE,1
1904,Swimming,50y freestyle 4572m men,Men,USA,United States of America,SILVER,1
1904,Swimming,880y freestyle 80466m men,Men,AUS,Australia,SILVER,1
1904,Swimming,880y freestyle 80466m men,Men,GER,Germany,GOLD,1
1904,Swimming,880y freestyle 80466m men,Men,HUN,Hungary,BRONZE,1
1904,Tennis,Singles men,Men,USA,United States of America,BRONZE,1
1904,Tennis,Singles men,Men,USA,United States of America,GOLD,1
1904,Tennis,Singles men,Men,USA,United States of America,SILVER,1
1904,Tennis,doubles men,Men,USA,United States of America,BRONZE,1
1904,Tennis,doubles men,Men,USA,United States of America,GOLD,1
1904,Tennis,doubles men,Men,USA,United States of America,SILVER,1
1904,Tug of War,tug of war men,Men,MIX,MIX,BRONZE,1
1904,Tug of War,tug of war men,Men,USA,United States of America,GOLD,1
1904,Tug of War,tug of war men,Men,USA,United States of America,SILVER,1
1904,Water Polo,water polo men,Men,USA,United States of America,BRONZE,1
1904,Water Polo,water polo men,Men,USA,United States of America,GOLD,1
1904,Water Polo,water polo men,Men,USA,United States of America,SILVER,1
1904,Weightlifting,All-around Dumbbell contest men,Men,GER,Germany,BRONZE,1
1904,Weightlifting,All-around Dumbbell contest men,Men,USA,United States of America,GOLD,1
1904,Weightlifting,All-around Dumbbell contest men,Men,USA,United States of America,SILVER,1
1904,Weightlifting,heavyweight - two hand lift men,Men,GER,Germany,BRONZE,1
1904,Weightlifting,heavyweight - two hand lift men,Men,GRE,Greece,GOLD,1
1904,Weightlifting,heavyweight - two hand lift men,Men,USA,United States of America,SILVER,1
1904,Wrestling,"Bantamweight, Freestyle (≤125 pounds) Men",Men,USA,United States of America,BRONZE,1
1904,Wrestling,"Bantamweight, Freestyle (≤125 pounds) Men",Men,USA,United States of America,GOLD,1
1904,Wrestling,"Bantamweight, Freestyle (≤125 pounds) Men",Men,USA,United States of America,SILVER,1
1904,Wrestling,"Featherweight, Freestyle (≤135 pounds) Men",Men,USA,United States of America,BRONZE,1
1904,Wrestling,"Featherweight, Freestyle (≤135 pounds) Men",Men,USA,United States of America,GOLD,1
1904,Wrestling,"Featherweight, Freestyle (≤135 pounds) Men",Men,USA,United States of America,SILVER,1
1904,Wrestling,"Flyweight, Freestyle (≤115 pounds) Men",Men,USA,United States of America,BRONZE,1
1904,Wrestling,"Flyweight, Freestyle (≤115 pounds) Men",Men,USA,United States of America,GOLD,1
1904,Wrestling,"Flyweight, Freestyle (≤115 pounds) Men",Men,USA,United States of America,SILVER,1
1904,Wrestling,"Heavyweight, Freestyle (>158 pounds) Men",Men,GER,Germany,SILVER,1
1904,Wrestling,"Heavyweight, Freestyle (>158 pounds) Men",Men,NOR,Norway,GOLD,1
1904,Wrestling,"Heavyweight, Freestyle (>158 pounds) Men",Men,USA,United States of America,BRONZE,1
1904,Wrestling,"Light-Flyweight, Freestyle (≤105 pounds) Men",Men,SUI,Switzerland,BRONZE,1
1904,Wrestling,"Light-Flyweight, Freestyle (≤105 pounds) Men",Men,USA,United States of America,GOLD,1
1904,Wrestling,"Light-Flyweight, Freestyle (≤105 pounds) Men",Men,USA,United States of America,SILVER,1
1904,Wrestling,"Lightweight, Freestyle (≤145 pounds) Men",Men,USA,United States of America,BRONZE,1
1904,Wrestling,"Lightweight, Freestyle (≤145 pounds) Men",Men,USA,United States of America,GOLD,1
